GVKEY,datadate,fyear,tic,conm,curcd,at,bkvlps,ceq,ceql,che,cogs,csho,dlc,dltt,dvc,ebit,ebitda,epsfx,lt,ni,revt,seq,costat,prcc_f,gross profit,gp/at,asset turnover,gross margin,div /share,div yeild,if pro,if div,
16456,31-Dec-21,2021,HNGR,HANGER INC,USD,998.139,2.8432,110.171,110.171,61.692,1014.347,38.749,48.376,626.323,0,73.622,106.141,1.07,887.968,41.982,1120.488,110.171,A,18.13,106.141,0.106338897,1.122577116,0.094727476,0,0,FALSE,FALSE,
37519,31-Dec-21,2021,OPEN,OPENDOOR TECHNOLOGIES INC,USD,9506,3.6492,2248,2248,3062,7260,616.027,4251,2858,0,-564,-533,-1.12,7258,-662,8021,2248,A,14.61,761,0.080054702,0.843782874,0.094875951,0,0,FALSE,FALSE,
29558,31-Aug-21,2021,PIXY,SHIFTPIXY INC,USD,62.942,-0.2532,-6.549,-6.549,1.199,21.198,25.863,0,0,0,-24.795,-24.438,-0.81,22.019,-29.876,23.42,-6.549,A,1.47,2.222,0.035302342,0.372088589,0.094876174,0,0,FALSE,FALSE,
62516,31-Dec-21,2021,CENX,CENTURY ALUMINUM CO,USD,1569.9,4.6146,421,421,40.7,2001.7,91.232,123,352.7,0,70.6,153.2,-1.85,1148.9,-167.1,2212.5,421,A,16.56,210.8,0.134276069,1.409325435,0.095276836,0,0,FALSE,FALSE,
183896,31-Dec-21,2021,CCM,CONCORD MEDICAL SVCS  -ADR,USD,980.722,-4.9676,-215.684,-215.684,24.994,69.02,43.418,50.349,379.827,0,-72.148,-55.763,-2.96,548.803,-129.183,76.448,-215.684,A,2,7.428,0.007574012,0.077950734,0.097164085,0,0,FALSE,FALSE,
114415,31-Dec-21,2021,RIBT,RICEBRAN TECHNOLOGIES,USD,31.313,0.357,18.42,18.42,5.825,28.097,51.59,5.158,3.404,0,-6.645,-4.053,-0.19,12.818,-8.949,31.131,18.495,A,0.349,3.034,0.096892664,0.994187718,0.097459124,0,0,FALSE,FALSE,
28139,30-Sep-21,2021,SANM,SANMINA CORP,USD,4206.719,29.2134,1878.628,1878.628,650.026,6095.182,64.307,35.969,350.159,0,296.357,406.013,4.01,2328.091,268.998,6756.643,1878.628,A,38.54,661.461,0.157239169,1.606155058,0.097897876,0,0,FALSE,FALSE,
37896,31-Dec-21,2021,AGFY,AGRIFY CORP,USD,182.048,6.1719,137.059,137.059,56.564,53.97,22.207,2.059,1.009,0,-26.702,-25.392,-1.71,44.624,-32.465,59.859,137.059,A,9.2,5.889,0.032348611,0.328808886,0.098381196,0,0,FALSE,FALSE,
2787,30-Jun-21,2021,CRS,CARPENTER TECHNOLOGY CORP,USD,2971.2,28.9815,1392.3,1392.3,287.4,1329.5,48.041,9,730,39.1,-157.7,-34.1,-4.76,1578.9,-229.6,1475.6,1392.3,A,40.22,146.1,0.049172052,0.496634356,0.099010572,0.813888137,0.020235906,FALSE,1,
20661,31-Dec-21,2021,VEC,VECTRUS INC,USD,889.459,29.8251,350.087,350.087,38.513,1606.691,11.738,22.383,128.782,0,64.443,80.997,3.86,539.372,45.728,1783.665,350.087,A,45.77,176.974,0.198968137,2.005336952,0.099219304,0,0,FALSE,FALSE,
30637,31-Dec-21,2021,VRE,VERIS RESIDENTIAL INC,USD,4527.318,14.0958,1281.982,1281.982,51.455,293.273,90.948,87.725,2325.031,0,-24.379,,-1.79,2556.587,-126.332,325.59,1281.982,A,18.38,32.317,0.007138222,0.071916751,0.099256734,0,0,FALSE,FALSE,
1743,31-Dec-21,2021,ARCB,ARCBEST CORP,USD,2112.676,37.3614,929.067,929.067,124.959,3584.49,24.867,73.355,263.752,8.139,271.356,395.577,7.98,1183.609,213.521,3980.067,929.067,A,119.85,395.577,0.187239785,1.88389843,0.099389533,0.327301243,0.002730924,FALSE,1,
13341,31-Dec-21,2021,PGR,PROGRESSIVE CORP-OHIO,USD,71132.3,30.3415,17737.7,17731.6,6659.5,42910.5,584.4,0,5079.7,1109,4428.6,4766,5.66,52900.7,3350.9,47676.5,18231.6,A,102.65,4766,0.067001911,0.670251067,0.099965392,1.897672827,0.018486827,FALSE,1,
17252,31-Dec-21,2021,UFCS,UNITED FIRE GROUP INC,USD,3012.721,35.0499,879.121,879.121,196.155,959.591,25.082,0,80.372,15.064,100.03,106.6,3.16,2133.6,80.594,1066.191,879.121,A,23.19,106.6,0.035383296,0.353896361,0.099982086,0.600590065,0.025898666,FALSE,1,
7632,30-Jun-21,2021,INTG,INTERGROUP CORP,USD,140.346,-23.1934,-51.559,-51.559,51.184,25.78,2.223,6.419,187.145,0,-4.87,-0.231,4.06,211.582,10.409,28.658,-51.559,A,43.0101,2.878,0.020506463,0.204195346,0.10042571,0,0,FALSE,FALSE,
39570,31-Dec-21,2021,OPAD,OFFERPAD SOLUTIONS INC,USD,1353.082,1.0778,257.569,257.569,194.433,1862.108,238.97,1027.541,3.83,0,19.766,20.289,0.05,1095.513,6.46,2070.446,257.569,A,6.4,208.338,0.15397293,1.530170381,0.100624696,0,0,FALSE,FALSE,
187169,31-Dec-21,2021,PSIX,POWER SOLUTIONS INTL INC,USD,300.538,-1.833,-42.023,-42.023,9.732,410.113,22.926,159.232,35.94,0,-41.57,-34.164,-2.12,342.561,-48.472,456.255,-42.023,A,3,46.142,0.153531334,1.518127491,0.101132042,0,0,FALSE,FALSE,
20496,31-Dec-21,2021,ATTO,ATENTO SA,USD,1107.776,-0.8583,-12.875,-12.875,128.824,1312.086,15,119.017,599.262,0,14.484,147.712,-6.61,1120.651,-92.951,1459.798,-12.875,A,25.53,147.712,0.133341036,1.317773629,0.101186603,0,0,FALSE,FALSE,
31845,31-Dec-21,2021,RNGR,RANGER ENERGY SERVICES,USD,393.1,13.4896,248.6,248.6,0.6,263.3,18.429,53.3,39.6,0,-31.9,4.9,0.63,144.4,8.6,293.1,248.7,A,10.27,29.8,0.075807683,0.745611804,0.101671784,0,0,FALSE,FALSE,
140756,31-Dec-21,2021,SNP,CHINA PETROLEUM & CHEM CORP,USD,297407.542,100.6616,121872.148,121872.148,35880.548,387576.454,1210.712,8390.2,41279.286,5527.035,18500.062,33291.138,9.36,153356.099,11330.343,431471.439,121872.148,A,46.51,43894.985,0.147592037,1.450775041,0.101733234,4.565111273,0.098153328,FALSE,1,
186501,31-Mar-22,2021,NGL,NGL ENERGY PARTNERS LP,USD,6070.345,2.5816,,337.409,3.822,7139.031,130.696,43.639,3423.247,0,170.869,460.117,-2.22,4804.795,-184.756,7947.915,1248.156,A,2.22,808.884,0.133251734,1.309302025,0.101773107,0,0,FALSE,FALSE,
25069,31-Dec-21,2021,USAK,USA TRUCK INC,USD,364.035,12.5253,111.425,111.425,1.352,638.014,8.896,31.843,136.273,0,36.508,72.373,2.76,252.61,24.768,710.387,111.425,A,19.88,72.373,0.198807807,1.951425,0.101878272,0,0,FALSE,FALSE,
38594,31-Dec-21,2021,PRVA,PRIVIA HEALTH GROUP INC,USD,686.373,3.9585,426.872,426.872,320.577,866.518,107.838,3.768,42.731,0,-14.076,-11.612,-1.8,236.192,-188.23,965.42,426.872,A,25.87,98.902,0.144093663,1.406552997,0.102444532,0,0,FALSE,FALSE,
24678,31-Dec-21,2021,HMN,HORACE MANN EDUCATORS CORP,USD,14383.9,43.6644,1807.4,1807.4,542.3,1122.9,41.393,254,1041.1,52.5,109.8,128.2,3.39,12576.5,142.8,1251.1,1807.4,A,38.7,128.2,0.008912743,0.086979192,0.102469827,1.268330394,0.032773395,FALSE,1,
143710,31-Dec-21,2021,WLMS,WILLIAMS INDUSTRIAL SE G INC,USD,116.151,1.4054,36.457,36.457,3.545,273.52,25.94,3.332,30.839,0,6.877,7.067,0.1,79.694,2.743,304.946,36.457,A,2.99,31.426,0.270561597,2.625427246,0.103054311,0,0,FALSE,FALSE,
179132,31-Dec-21,2021,ORN,ORION GROUP HOLDINGS INC,USD,351.75,4.7772,148.098,148.098,12.293,539.306,31.001,46.404,22.804,0,-15.81,6.798,-0.47,203.652,-14.56,601.36,148.098,A,3.77,62.054,0.176415068,1.709623312,0.103189437,0,0,FALSE,FALSE,
16477,31-Dec-21,2021,LEA,LEAR CORP,USD,13352.4,77.8754,4643.4,4643.4,1323.2,17263.5,59.626,126.4,3118.8,107.9,826,1391.4,6.19,8544,373.9,19263.1,4643.4,A,182.95,1999.6,0.149755849,1.442669483,0.103804684,1.809613256,0.0098913,FALSE,1,
183797,31-Dec-21,2021,COWN,COWEN INC,USD,8748.814,36.5697,1015.869,1015.869,1268.691,1695.308,27.779,1264.917,722.254,12.738,179.186,198.19,8.85,7452.46,295.611,1893.498,1136.619,A,36.1,198.19,0.022653356,0.216429107,0.104668714,0.458547824,0.012702156,FALSE,1,
34055,31-Dec-21,2021,KLXE,KLX ENERGY SERVS HLDNG,USD,387.7,-5.0392,-51.4,-51.4,28,390.3,10.2,21.5,315.4,0,-61.1,-8.9,-10.83,439.1,-93.8,436.1,-51.4,A,3.1,45.8,0.118132577,1.124838793,0.105021784,0,0,FALSE,FALSE,
287462,31-Dec-21,2021,FF,FUTUREFUEL CORP,USD,344.33,6.6021,288.928,288.928,186.395,287.365,43.763,0.644,0.398,109.408,12.898,23.382,0.6,55.402,26.255,321.386,288.928,A,7.64,34.021,0.098803473,0.933366247,0.105857131,2.500011425,0.327226626,FALSE,1,
24293,31-Dec-21,2021,KALU,KAISER ALUMINUM CORP,USD,2422.4,43.6495,692.5,692.5,303.2,2343.7,15.865,11.1,1083.2,46.7,85.8,177.3,-1.17,1729.9,-18.5,2622,692.5,A,93.94,278.3,0.114886063,1.082397622,0.106140351,2.943586511,0.031334751,FALSE,1,
32897,31-Dec-21,2021,SLGL,SOL GEL TECHNOLOGS LTD,USD,69.189,2.4039,55.594,55.594,43.242,27.952,23.127,0.781,0.81,0,2.44,3.32,0.14,13.595,3.221,31.272,55.594,A,7.4,3.32,0.047984506,0.451979361,0.10616526,0,0,FALSE,FALSE,
65675,31-Dec-21,2021,OEG,ORBITAL ENERGY GROUP INC,USD,412.339,1.1748,96.227,96.227,27.015,74.12,81.907,84.887,180.099,0,-51.491,-40.219,-0.86,316.073,-61.253,82.948,96.227,A,2.19,8.828,0.021409568,0.201164576,0.106428124,0,0,FALSE,FALSE,
34242,31-Dec-21,2021,GBNH,GREENBROOK TMS INC,USD,72.644,0.9733,17.327,17.327,11.95,46.638,17.802,7.157,37.529,0,-21.229,-14.835,-1.6,56.055,-24.751,52.198,17.327,A,4.22,5.56,0.076537636,0.718545234,0.106517491,0,0,FALSE,FALSE,
23084,31-Dec-21,2021,BHE,BENCHMARK ELECTRONICS INC,USD,1903.88,27.6546,973.802,973.802,271.749,2012.287,35.213,14.45,220.167,23.267,62.817,106.332,0.99,930.078,35.77,2255.319,973.802,A,27.1,243.032,0.127650902,1.184590941,0.107759479,0.660750291,0.02438193,FALSE,1,
9538,31-Dec-21,2021,SEB,SEABOARD CORP,USD,7503,3803.6176,4416,4416,1548,8233,1.161,718,1172,10,458,636,490.36,3069,570,9229,4416,A,3935.01,996,0.132746901,1.230041317,0.107920685,8.613264427,0.00218888,FALSE,1,
112158,31-Dec-21,2021,CLS,CELESTICA INC,USD,4666.9,11.7322,1463,1463,394,5024.9,124.7,51.5,742.9,0,198,324.3,0.82,3203.9,103.9,5634.7,1463,A,11.13,609.8,0.130664895,1.207375346,0.108222266,0,0,FALSE,FALSE,
28195,31-Aug-21,2021,JBL,JABIL INC,USD,16654,14.7824,2136,2136,1585,26098,144.496,204,3434,49,1069,1944,4.58,14517,696,29285,2136,A,61.78,3187,0.191365438,1.758436412,0.108827045,0.339109733,0.005488989,FALSE,1,
61408,31-Dec-21,2021,THG,HANOVER INSURANCE GROUP INC,USD,14254.3,88.5887,3144.9,3144.9,525.1,4655.6,35.5,0,781.6,103.5,555.3,572.2,11.52,11109.4,418.7,5227.8,3144.9,A,131.06,572.2,0.040142273,0.366752489,0.109453307,2.915492958,0.022245483,FALSE,1,
177182,31-Dec-21,2021,OPNT,OPIANT PHARMACEUTICALS INC,USD,70.428,9.5397,46.84,46.84,52.869,42.534,4.91,0.338,16.742,0,5.157,5.251,0.51,23.588,3.009,47.785,46.84,A,33.63,5.251,0.074558414,0.678494349,0.10988804,0,0,FALSE,FALSE,
19354,31-Dec-21,2021,VEV,VICINITY MOTOR CORP,CAD,68.324,1.2401,43.335,43.335,5.57,46.952,34.946,9.209,0.116,0,-7.341,-5.772,-0.3,24.989,-9.267,52.778,43.335,A,4.45,5.826,0.085270183,0.772466483,0.110386904,0,0,FALSE,FALSE,
35642,31-Dec-21,2021,PNTG,PENNANT GROUP INC (THE),USD,530.297,3.8668,110.199,110.199,5.19,391.154,28.499,16.118,339.125,0,9.618,14.369,0.09,416.053,2.696,439.694,110.199,A,23.08,48.54,0.091533612,0.829146686,0.110394956,0,0,FALSE,FALSE,
38238,31-Dec-21,2021,ALHC,ALIGNMENT HEALTHCARE INC,USD,630.895,1.6349,306.04,306.04,466.6,1038.821,187.194,3.706,157.595,0,-173.487,-157.454,-1.08,324.84,-195.286,1167.773,306.04,A,14.06,128.952,0.204395343,1.850978372,0.110425571,0,0,FALSE,FALSE,
178377,31-Dec-21,2021,SPI,SPI ENERGY CO LTD,USD,228.08,0.8847,22.429,22.429,17.845,144.098,25.352,59.074,25.322,0,-41.476,-34.201,-1.88,202.13,-45.491,161.993,22.429,A,3.61,17.895,0.078459313,0.710246405,0.110467736,0,0,FALSE,FALSE,
34133,31-Dec-21,2021,LKCO,LUOKUNG TECHNOLOGY CORP,USD,265.189,0.3783,145.862,145.862,16.795,128.986,385.542,56.3,3.064,0,-63.623,-50.191,-0.21,111.341,-68.801,145.068,146.09,A,0.6052,16.082,0.060643541,0.547036265,0.110858356,0,0,FALSE,FALSE,
2558,31-Dec-21,2021,CNA,CNA FINANCIAL CORP,USD,66639,47.2023,12809,12809,4157,10257,271.364,0,3027,620,1235,1289,4.41,53830,1202,11546,12809,A,44.08,1289,0.019343027,0.173261904,0.111640395,2.284754057,0.051831989,FALSE,1,
29910,30-Jun-21,2021,SCSC,SCANSOURCE INC,USD,1671.684,28.6753,731.191,731.191,67.618,2798.604,25.499,12.127,151.881,0,73.633,107.14,1.78,940.493,10.795,3150.806,731.191,A,28.13,352.202,0.210686948,1.884809569,0.111781557,0,0,FALSE,FALSE,
30877,31-Dec-21,2021,CVLG,COVENANT LOGISTICS GROUP INC,USD,651.662,20.8601,349.699,349.699,8.412,928.759,16.764,28.381,45.87,0,63.363,117.244,3.42,301.963,60.731,1046.003,349.699,A,26.43,117.244,0.179915355,1.605131188,0.112087633,0,0,FALSE,FALSE,
5254,31-Mar-22,2021,GHM,GRAHAM CORP,USD,183.691,9.0724,96.494,96.494,14.741,108.999,10.636,3.08,23.849,3.523,-11.126,-5.527,-0.83,87.197,-8.773,122.814,96.494,A,7.71,13.815,0.075207822,0.668590187,0.112487176,0.331233546,0.042961549,FALSE,1,
30558,31-Dec-21,2021,MLR,MILLER INDUSTRIES INC/TN,USD,438.847,25.2858,288.536,288.536,54.332,636.588,11.411,0.376,0.87,8.216,23.619,34.655,1.42,150.311,16.255,717.476,288.536,A,33.4,80.888,0.184319364,1.634911484,0.11273966,0.720007011,0.021557096,FALSE,1,
37200,31-Dec-21,2021,ARRY,ARRAY TECHNOLOGIES INC,USD,1142.979,,-69.205,,367.67,756.643,135.027,10.209,716.415,0,-2.771,23.175,-0.51,974.722,-50.403,853.318,168.257,A,15.69,96.675,0.084581606,0.746573647,0.113293051,0,0,FALSE,FALSE,
12945,30-Sep-21,2021,PLXS,PLEXUS CORP,USD,2461.893,36.661,1028.232,1028.232,270.513,2984.555,28.047,76.19,225.003,0,179.535,240.549,4.76,1433.661,138.912,3368.865,1028.232,A,89.41,384.31,0.156103454,1.368404313,0.114076996,0,0,FALSE,FALSE,
26434,31-Dec-21,2021,PXS,PYXIS TANKERS INC,USD,142.562,0.8859,48.852,37.61,7.124,22.449,42.456,11.695,70.88,0,-6.123,-1.225,-0.36,93.71,-12.338,25.341,48.852,A,0.48,2.892,0.020285911,0.17775424,0.114123357,0,0,FALSE,FALSE,
63739,31-Dec-21,2021,BJRI,BJ'S RESTAURANTS INC,USD,1035.166,14.3225,333.771,333.771,38.527,962.138,23.304,39.24,486.016,0,-17.293,55.46,-0.16,701.395,-3.606,1087.038,333.771,A,34.55,124.9,0.120656977,1.050109837,0.114899387,0,0,FALSE,FALSE,
2285,31-Dec-21,2021,BA,BOEING CO,USD,138552,-25.4688,-14999,-14999,16244,55110,588.917,1564,58077,0,-1016,756,-7.15,153398,-4202,62272,-14999,A,201.32,7162,0.051691784,0.449448582,0.115011562,0,0,FALSE,FALSE,
34412,31-Dec-21,2021,USWS,US WELL SERVICES INC,USD,243.557,-2.4932,-129.103,-132.511,9.12,221.364,53.149,11.824,280.516,0,-38.923,-3.479,-2.44,348.794,-70.605,250.463,-105.237,A,1.15,29.099,0.119475113,1.028354759,0.116180833,0,0,FALSE,FALSE,
182701,31-Dec-21,2021,OPI,OFFICE PROPERTIES INCOME TR,USD,4241.683,30.9071,1496.709,1496.709,84.515,506.96,48.426,325.517,2252.433,106.368,40.17,40.17,-0.17,2744.974,-8.18,573.988,1496.709,A,24.84,67.028,0.015802218,0.135320815,0.11677596,2.196506009,0.088426168,FALSE,1,
145552,31-Dec-21,2021,CNC,CENTENE CORP,USD,78375,46.0017,26795,26795,14657,111218,582.479,471,22190,0,3488,4823,2.28,51353,1347,125982,26795,A,82.4,14764,0.188376396,1.607425837,0.117191345,0,0,FALSE,FALSE,
25979,31-Dec-21,2021,PESI,PERMA-FIX ENVIRONMENTAL SVCS,USD,77.301,3.0711,40.584,40.584,4.44,63.713,13.215,1.132,3.513,0,-6.767,-5.08,0.1,36.717,0.835,72.191,40.584,A,6.33,8.478,0.109675166,0.933894775,0.117438462,0,0,FALSE,FALSE,
20692,30-Jun-21,2021,KE,KIMBALL ELECTRONICS INC,USD,814.061,17.7093,441.972,441.972,109.537,1139.752,24.957,26.214,40,0,65.331,99.351,2.24,372.089,56.791,1291.807,441.972,A,21.74,152.055,0.186785757,1.586867569,0.117707212,0,0,FALSE,FALSE,
152149,31-Dec-21,2021,MOH,MOLINA HEALTHCARE INC,USD,12209,45.3448,2630,2630,7640,24491,58,50,2491,0,1174,1305,11.25,9579,659,27771,2630,A,318.08,3280,0.268654271,2.274633467,0.118108819,0,0,FALSE,FALSE,
12785,31-Dec-21,2021,PPC,PILGRIM'S PRIDE CORP,USD,8913.205,10.5758,2577.08,2577.08,450.121,13030.807,243.676,109.193,3462.527,0,898.023,1278.847,0.13,6324.271,31,14777.458,2577.08,A,28.2,1746.651,0.195962171,1.657928658,0.118196986,0,0,FALSE,FALSE,
180118,30-Jun-21,2021,SGLY,SINGULARITY FUTURE TECH LTD,USD,52.803,3.5699,54.02,54.02,45.098,4.541,15.132,0.195,0.39,0,-4.373,-3.94,-0.79,5.734,-6.823,5.151,54.02,A,3.23,0.61,0.011552374,0.097551275,0.118423607,0,0,FALSE,FALSE,
238616,31-Dec-21,2021,VEOEY,VEOLIA ENVIRONNEMENT S A,USD,60366.178,19.0589,13099.718,13099.718,11963.188,28582.701,687.328,10550.743,13375.632,,1944.372,3840.294,0.74,45842.528,459.821,32422.995,13099.718,A,36.686,3840.294,0.06361665,0.537105314,0.118443531,0,0,FALSE,FALSE,
31507,31-Dec-21,2021,NINE,NINE ENERGY SERVICE INC,USD,381.613,-1.1962,-39.267,-39.267,21.509,307.992,32.826,9.254,362.814,0,-47.307,-2.286,-2.13,420.88,-64.575,349.419,-39.267,A,1,41.427,0.108557623,0.915637046,0.118559666,0,0,FALSE,FALSE,
39961,31-Dec-21,2021,SG,SWEETGREEN INC,USD,762.649,5.9729,653.117,653.117,471.971,299.469,109.346,0,0,0,-126.545,-90.996,-1.43,109.532,-153.175,339.874,653.117,A,32,40.405,0.052979811,0.445649309,0.118882292,0,0,FALSE,FALSE,
62337,31-Dec-21,2021,IAG,IAMGOLD CORP,USD,3971.6,4.6956,2239.8,2239.8,552.5,1014.3,477,28.9,501.1,0,-282.5,59.1,-0.53,1654.5,-254.4,1151.7,2239.8,A,3.13,137.4,0.034595629,0.289983886,0.119301902,0,0,FALSE,FALSE,
35835,30-Sep-21,2021,QLI,QILIAN INTERNATI HOL GRP LTD,USD,75.353,1.5345,54.859,54.859,12.607,50.261,35.75,7.923,0.106,0,2.388,3.589,0.09,18.685,3.153,57.1,54.859,A,4.04,6.839,0.090759492,0.757766778,0.119772329,0,0,FALSE,FALSE,
322576,31-Dec-21,2021,JTKWY,JUST EAT TAKEAWAY.COM N.V.,USD,20217,14.0063,14842,14842,1541,4497,1059.664,109,2866,0,-947,-505,-1.26,5384,-1156,5112,14842,A,10.76,615,0.030419944,0.252856507,0.120305164,0,0,FALSE,FALSE,
37230,31-Dec-21,2021,TTCF,TATTOOED CHEF INC,USD,267.201,2.6424,217.303,217.303,92.351,187.715,82.238,7.742,7.315,0.308,-35.341,-31.738,-1.08,49.898,-87.404,213.43,217.303,A,15.54,25.715,0.096238412,0.798761981,0.120484468,0.003745227,0.000241006,FALSE,1,
39068,31-Dec-21,2021,MCG,MEMBERSHIP COLECTVE GRP,USD,2381.483,0.8697,176.134,176.134,220.662,492.992,202.53,63.939,1839.179,0,-157.388,-73.775,-1.31,2199.291,-265.395,560.554,176.134,A,12.78,67.562,0.028369718,0.235380223,0.120527193,0,0,FALSE,FALSE,
18498,31-Dec-21,2021,MUSA,MURPHY USA INC,USD,4048.2,32.3722,807.2,807.2,256.4,13469.9,24.935,33.1,2209,27.3,612.9,828,14.92,3241,396.9,15318.8,807.2,A,199.24,1848.9,0.456721506,3.784101576,0.120694832,1.094846601,0.005495114,FALSE,1,
33382,31-Dec-21,2021,SURG,SURGEPAYS INC,USD,19.5,0.2943,3.551,3.551,6.284,44.892,12.064,1.729,5.951,0,-5.994,-5.235,-3.09,15.949,-13.531,51.061,3.551,A,2.02,6.169,0.316358974,2.618512821,0.120816279,0,0,FALSE,FALSE,
61163,31-Dec-21,2021,SHO,SUNSTONE HOTEL INVESTORS INC,USD,3041.049,8.7434,1917.717,1917.717,162.717,447.314,219.334,26.28,613.861,0,-71.927,,0.06,801.275,34.298,508.807,2198.967,A,11.73,61.493,0.020220983,0.16731299,0.120857221,0,0,FALSE,FALSE,
35762,31-Dec-21,2021,DUO,FANGDD NET GP LTD -ADS,USD,301.143,0.6024,49.313,49.313,82.235,130.373,81.856,21.217,0,0,-150.698,-149.487,-2.28,253.338,-184.365,148.35,49.313,A,0.465,17.977,0.059695892,0.492623106,0.121179643,0,0,FALSE,FALSE,
1919,30-Jun-21,2021,AVT,AVNET INC,USD,8925.422,41.0055,4084.184,4084.184,199.691,17162.132,99.601,81.424,1431.167,84.309,365.799,497.716,1.93,4841.238,193.114,19534.679,4084.184,A,40.08,2372.547,0.265819028,2.188656066,0.121453084,0.846467405,0.021119446,FALSE,1,
33279,31-Dec-21,2021,IEA,INFRASTRUCTR & ENRGY ALT INC,USD,899.753,0.7758,37.257,37.257,124.027,1825.233,48.027,36.559,355.333,0,82.203,129.282,-2.55,862.496,-83.729,2078.42,37.257,A,9.2,253.187,0.281396116,2.309989519,0.121817053,0,0,FALSE,FALSE,
1773,31-Dec-21,2021,ARW,ARROW ELECTRONICS INC,USD,19535.54,77.6055,5282.295,5282.295,222.194,30274.653,68.066,449.598,2466.198,0,1572.215,1767.335,15.1,14194.694,1108.197,34477.018,5282.295,A,134.27,4202.365,0.215113839,1.764835679,0.121888877,0,0,FALSE,FALSE,
12726,31-Dec-21,2021,UNM,UNUM GROUP,USD,70115.6,56.3734,11416.4,11416.4,2247.9,10547,202.514,0,3524.8,240.6,1343.3,1468.8,4.02,58699.2,824.2,12015.8,11416.4,A,24.57,1468.8,0.020948263,0.171371278,0.122239052,1.18806601,0.048354335,FALSE,1,
26721,31-Dec-21,2021,BBU,BROOKFIELD BUSINESS PRTNR LP,USD,64219,29.2145,2252,2252,4212,40868,77.085,3101,28307,20,2424,4707,3.28,51219,258,46587,2252,A,46.05,5719,0.089054641,0.725439512,0.122759568,0.25945385,0.005634177,FALSE,1,
185624,31-Dec-21,2021,SAVE,SPIRIT AIRLINES INC,USD,8540.025,19.4968,2114.035,2114.035,1535.22,2834.007,108.43,389.579,4727.174,0,-429.924,-136.255,-4.5,6425.99,-472.569,3230.775,2114.035,A,21.85,396.768,0.046459817,0.378309782,0.122808924,0,0,FALSE,FALSE,
64336,31-Dec-21,2021,CEA,CHINA EASTERN AIRLINES CORP,USD,45461.478,22.3585,8440.102,8440.102,2053.707,9268.45,377.489,9657.594,20924.023,0,-2931.329,547.507,-5.72,36464.579,-1922.734,10567.168,8440.102,A,18.5,1298.718,0.028567439,0.232442245,0.122901235,0,0,FALSE,FALSE,
35104,31-Dec-21,2021,SONM,SONIM TECHNOLOGIES INC,USD,41.09,0.9905,18.63,18.63,11.233,47.855,18.809,0.148,0.066,0,-38.001,-37.7,-4.08,22.46,-38.627,54.57,18.63,A,0.9218,6.715,0.163421757,1.328060355,0.12305296,0,0,FALSE,FALSE,
24720,31-Dec-21,2021,WNC,WABASH NATIONAL CORP,USD,1107.071,6.6499,325.539,325.539,71.778,1580.817,48.954,3.566,436.187,16.286,61.111,109.953,0.02,781.532,1.164,1803.268,325.539,A,19.52,222.451,0.200936525,1.628863912,0.123359922,0.332679658,0.017043015,FALSE,1,
32592,31-Dec-21,2021,FAT,FAT BRANDS INC,USD,1270.032,-2.3037,-77.316,-37.737,81.396,104.21,16.381,83.645,997.185,0,6.103,14.671,-2.15,1227.232,-31.583,118.881,42.8,A,10.59,14.671,0.011551677,0.093604728,0.123409123,0,0,FALSE,FALSE,
29524,31-Dec-21,2021,NEX,NEXTIER OILFIELD SOLUTNS INC,USD,1457.581,2.2602,547.017,547.017,110.695,1247.558,242.019,32.742,408.82,0,-133.695,50.469,-0.53,910.564,-119.423,1423.441,547.017,A,3.55,175.883,0.120667736,0.976577631,0.123561848,0,0,FALSE,FALSE,
64410,28-Feb-22,2021,KMX,CARMAX INC,USD,26338.264,32.5074,5235.439,5235.439,650.815,29093.326,161.054,586.759,18843.467,0,1537.273,1764.073,6.97,21102.825,1151.297,33197.219,5235.439,A,109.33,4103.893,0.155814863,1.260417885,0.12362159,0,0,FALSE,FALSE,
38949,31-Dec-21,2021,CANO,CANO HEALTH INC,USD,2143.539,1.7694,318.701,318.701,163.17,1410.4,180.114,23.573,1041.711,0,-98.564,-49.123,-0.28,1344.971,-18.02,1609.369,318.731,A,8.91,198.969,0.092822664,0.750799962,0.123631684,0,0,FALSE,FALSE,
35978,31-Dec-21,2021,ARNC,ARCONIC CORP,USD,6580,14.6686,1545,1545,335,6573,105.327,35,1684,0,397,650,-3.65,5021,-397,7504,1545,A,33.01,931,0.141489362,1.140425532,0.124067164,0,0,FALSE,FALSE,
36885,31-Dec-21,2021,OM,OUTSET MEDICAL INC,USD,463.464,7.9186,374.081,374.081,339.488,89.832,47.241,1.151,36.655,0,-130.519,-125.357,-2.89,89.383,-131.935,102.602,374.081,A,46.09,12.77,0.027553381,0.221380733,0.124461511,0,0,FALSE,FALSE,
21429,31-Dec-21,2021,GVA,GRANITE CONSTRUCTION INC,USD,2494.927,21.11,967.682,967.682,395.647,2635.188,45.84,27.755,364.119,23.826,62.473,131.782,-0.01,1499.364,10.096,3010.053,967.682,A,38.7,374.865,0.150250889,1.206469368,0.124537674,0.519764398,0.013430605,FALSE,1,
174310,31-Dec-21,2021,KBR,KBR INC,USD,6199,12.0684,1687,1687,370,6425,139.786,66,2053,63,413,521,0.12,4498,18,7339,1687,A,47.62,914,0.147443136,1.183900629,0.124540128,0.45068891,0.009464278,FALSE,1,
