GVKEY,datadate,fyear,tic,conm,curcd,at,bkvlps,ceq,ceql,che,cogs,csho,dlc,dltt,dvc,ebit,ebitda,epsfx,lt,ni,revt,seq,costat,prcc_f,gross profit,gp/at,asset turnover,gross margin,div /share,div yeild,if pro,if div,
36967,31-Dec-21,2021,BNL,BROADSTONE NET LEASE INC,USD,4618.648,15.8717,2577.292,2577.292,27.769,178.763,162.383,62.906,1628.982,161.229,169.864,,0.67,1877.51,102.426,382.893,2577.292,A,24.82,204.13,0.044196917,0.082901533,0.533125442,0.992893345,0.040003761,FALSE,1,
244641,31-Dec-21,2021,ITRN,ITURAN LOCATION & CONTROL,USD,293.021,6.4508,132.46,132.46,54.711,126.306,20.534,21.197,14.919,15.809,54.359,72.455,1.65,155.218,34.256,270.884,132.46,A,26.67,144.578,0.49340491,0.924452514,0.533726614,0.769893835,0.02886741,FALSE,1,
38596,31-Dec-21,2021,TSP,TUSIMPLE HOLDINGS INC,USD,1396.323,5.9819,1326.978,1326.978,1339.092,2.919,221.833,9.684,8.415,0,-368.751,-359.301,-3.43,69.345,-732.673,6.261,1326.978,A,35.85,3.342,0.002393429,0.00448392,0.533780546,0,0,FALSE,FALSE,
18009,31-Dec-21,2021,NSTG,NANOSTRING TECHNOLOGIES INC,USD,479.481,3.8698,176.962,176.962,348.889,67.633,45.729,4.889,246.837,0,-108.226,-102.355,-2.54,302.519,-115.254,145.085,176.962,A,42.23,77.452,0.161532991,0.302587589,0.533838784,0,0,FALSE,FALSE,
164086,30-Jun-21,2021,CMPR,CIMPRESS PLC,USD,2182.498,-17.2607,-449.399,-449.399,335.271,1207.947,26.036,68.76,1817.261,0,135.35,308.562,-2.99,2560.749,-77.711,2592.513,-449.371,A,108.41,1384.566,0.634395083,1.187865006,0.534063281,0,0,FALSE,FALSE,
107446,30-Jun-21,2021,NTWK,NETSOL TECHNOLOGIES INC,USD,86.606,4.8513,54.65,54.65,33.705,25.577,11.265,12.225,1.263,0,2.721,6.677,0.15,24.74,1.778,54.921,54.65,A,4.71,29.344,0.338821791,0.63414775,0.534294714,0,0,FALSE,FALSE,
138521,31-Dec-21,2021,MNDO,MIND CTI LTD,USD,33.131,1.1829,23.726,23.726,18.461,12.256,20.057,0.376,1.098,5.197,6.828,7.022,0.29,9.405,5.947,26.331,23.726,A,3.1073,14.075,0.42482871,0.794754158,0.534541035,0.259111532,0.083388,FALSE,1,
187406,31-Dec-21,2021,AMCX,AMC NETWORKS INC,USD,5748.946,20.0842,851.088,851.088,892.221,1432.083,42.376,70.346,2956.559,0,659.91,753.791,5.77,4562.425,250.596,3077.608,851.088,A,34.44,1645.525,0.286230728,0.535334303,0.534676606,0,0,FALSE,FALSE,
39051,31-Dec-21,2021,TKNO,ALPHA TEKNOVA INC,USD,166.511,5.1122,143.203,143.203,87.518,17.137,28.012,0,11.87,0,-11.608,-8.725,-0.36,23.308,-9.803,36.893,143.203,A,20.48,19.756,0.118646816,0.221564942,0.535494538,0,0,FALSE,FALSE,
345980,31-Dec-21,2021,WISH,CONTEXTLOGIC INC,USD,1283,1.2432,818,818,1168,968,658,9,16,0,-361,-352,-0.57,465,-361,2085,818,A,3.11,1117,0.870615744,1.625097428,0.535731415,0,0,FALSE,FALSE,
21761,30-Jun-21,2021,CDK,CDK GLOBAL INC,USD,2712.6,3.9572,480.8,480.8,177.2,776.3,121.5,20.5,1617.6,73,437.3,536,1.48,2217.7,1034.3,1673.2,480.8,A,49.69,896.9,0.330642188,0.616825186,0.536038728,0.600823045,0.012091428,FALSE,1,
10411,31-Dec-21,2021,TDS,TELEPHONE & DATA SYSTEMS INC,USD,13493,41.9739,4853,4827,414,2472,115,147,3888,80,285,1180,1,6748,156,5329,5927,A,20.15,2857,0.21173942,0.394945527,0.5361231,0.695652174,0.034523681,FALSE,1,
27575,31-Dec-21,2021,GOLF,ACUSHNET HOLDINGS CORP,USD,2005.836,14.3761,1042.844,1042.844,287.041,996.371,72.54,29.819,333.233,50.846,259.812,300.98,2.38,922.27,178.873,2147.93,1042.844,A,53.08,1151.559,0.574104264,1.070840288,0.536125013,0.700937414,0.013205302,FALSE,1,
20041,31-Dec-21,2021,TEDU,TARENA INTL INC  -ADR,USD,258.45,-22.0267,-249.342,-249.342,67.735,174.23,11.32,42.494,42.909,0,-61.637,-41.911,-6.64,509.13,-74.703,375.687,-249.342,A,1.84,201.457,0.779481524,1.453615786,0.536236282,0,0,FALSE,FALSE,
175955,31-Dec-21,2021,IPGP,IPG PHOTONICS CORP,USD,3170.54,51.8125,2746.582,2746.582,1514.505,677.46,53.01,23.58,34.552,0,352.763,447.349,5.16,423.319,278.416,1460.86,2746.582,A,172.14,783.4,0.247087247,0.460760628,0.536259464,0,0,FALSE,FALSE,
29901,31-Jul-21,2021,CPRT,COPART INC,USD,4562.143,14.8903,3529.201,3529.201,1048.26,1248.503,237.014,22.472,495.597,0,1136.426,1258.397,3.9,1032.942,936.495,2692.511,3529.201,A,147,1444.008,0.316519671,0.590185577,0.53630533,0,0,FALSE,FALSE,
23563,30-Jun-21,2021,TRKA,TROIKA MEDIA GROUP INC,USD,43.891,0.4742,18.731,18.731,12.066,7.504,39.497,3.616,6.382,0,-18.983,-16.684,-0.41,25.153,-15.997,16.192,18.738,A,2.84,8.688,0.197944909,0.3689139,0.536561265,0,0,FALSE,FALSE,
10530,31-Dec-21,2021,TMO,THERMO FISHER SCIENTIFIC INC,USD,95123,103.4213,40793,40793,4490,18171,394.435,2803,33536,410,10344,12936,19.46,54146,7725,39211,40793,A,667.24,21040,0.221187305,0.41221366,0.536584122,1.039461508,0.001557853,FALSE,1,
38661,30-Jun-21,2021,GRVI,GROVE INC,USD,27.255,1.3902,21.217,21.217,14.534,11.166,15.262,0.646,0.218,0,1.427,2.457,0.21,6.037,2.979,24.095,21.218,A,6.19,12.929,0.474371675,0.884057971,0.536584354,0,0,FALSE,FALSE,
178703,31-Dec-21,2021,PZN,PZENA INVESTMENT MANAGEMENT,USD,264.3,2.4609,42.588,42.588,82.189,92.295,17.306,0.237,10.323,5.87,105.859,107.039,1,86.246,18.679,199.334,42.588,A,9.47,107.039,0.404990541,0.754195989,0.536983154,0.339188721,0.035817183,FALSE,1,
14369,31-Dec-21,2021,USM,US CELLULAR CORP,USD,10341,52.8721,4547,4547,199,1908,86,132,3617,0,191,869,1.77,5767,155,4122,4547,A,31.52,2214,0.214099217,0.398607485,0.537117904,0,0,FALSE,FALSE,
36860,30-Sep-21,2021,UPC,UNIVERSE PHARMACEU INC,USD,70.145,2.7096,58.934,58.934,21.804,22.21,21.75,4.334,0,0,15.557,16.003,0.54,11.211,11.32,47.982,58.934,A,2.47,25.772,0.367410364,0.684040202,0.537118086,0,0,FALSE,FALSE,
184700,31-Dec-21,2021,FLT,FLEETCOR TECHNOLOGIES INC,USD,13366.449,36.341,2866.58,2866.58,2250.695,1310.893,78.88,1537.924,4539.944,0,1241.772,1522.843,9.99,10499.869,839.497,2833.736,2866.58,A,223.84,1522.843,0.113930259,0.212003652,0.537397626,0,0,FALSE,FALSE,
31843,31-Dec-21,2021,HLIT,HARMONIC INC,USD,693.686,2.8741,295.913,295.913,133.431,234.29,102.959,49.162,141.05,0,19.49,32.543,0.12,396.89,13.254,507.149,296.796,A,11.76,272.859,0.393346557,0.731093031,0.538025314,0,0,FALSE,FALSE,
24861,31-Dec-21,2021,PLNT,PLANET FITNESS INC,USD,2015.983,-7.7008,-645.356,-645.356,603.941,271.151,83.804,40.023,1938.185,0,158.532,221.332,0.51,2658.828,42.774,587.023,-645.355,A,90.58,315.872,0.156683861,0.291184499,0.538091352,0,0,FALSE,FALSE,
21799,31-Dec-21,2021,VCTR,VICTORY CPTL HLDGS INC,USD,2579.746,13.5433,929.927,929.927,69.533,411.218,68.663,0,1127.924,37.159,406.485,425.325,3.75,1649.819,278.389,890.265,929.927,A,36.53,479.047,0.185695413,0.345097928,0.538094837,0.541179383,0.014814656,FALSE,1,
31564,31-Dec-21,2021,ACIW,ACI WORLDWIDE INC,USD,3158.741,10.7559,1244.777,1244.777,122.059,632.658,115.73,57.388,1063.218,0,223.297,356.69,1.08,1913.964,127.791,1370.598,1244.777,A,34.7,737.94,0.233618394,0.43390642,0.538407323,0,0,FALSE,FALSE,
12915,31-Dec-21,2021,OSUR,ORASURE TECHNOLOGIES INC,USD,460.99,5.2801,380.533,380.533,153.041,107.852,72.069,3.12,9.154,0,-17.377,-6.619,-0.32,80.457,-22.998,233.674,380.533,A,8.69,125.822,0.272938675,0.506896028,0.538451004,0,0,FALSE,FALSE,
6617,31-Dec-21,2021,DSGR,DISTRIBUTION SOLUTIO GRO INC,USD,256.157,14.5905,133.007,133.007,4.379,192.657,9.116,4.467,22.741,0,21.255,29.596,1.01,123.15,9.406,417.733,133.007,A,54.75,225.076,0.878664257,1.630769411,0.538803494,0,0,FALSE,FALSE,
138483,31-Dec-21,2021,BRKR,BRUKER CORP,USD,3650,7.101,1070.5,1070.5,1168.2,1115,150.754,130.3,1263.6,24.1,431.2,520.4,1.81,2565.2,277.1,2417.9,1070.5,A,83.91,1302.9,0.356958904,0.662438356,0.538856032,0.159863088,0.001905173,FALSE,1,
31477,30-Sep-21,2021,AZTA,AZENTA INC,USD,1819.512,17.8263,1325.334,1325.334,234.653,236.836,74.347,5.604,94.765,29.726,9.646,66.506,-0.39,494.178,110.747,513.703,1325.334,A,102.35,276.867,0.152165526,0.282330097,0.538963175,0.399827834,0.003906476,FALSE,1,
29985,31-Dec-21,2021,STN,STANTEC INC,CAD,5226.4,17.9794,2001.7,2001.7,193.9,1676.1,111.333,182.1,1739.1,73.4,341.3,563.1,1.8,3224.2,200.7,3636.1,2001.7,A,71.07,1960,0.375019134,0.695717894,0.53903908,0.659283411,0.009276536,FALSE,1,
177966,31-Dec-21,2021,ALSN,ALLISON TRANSMISSION HLDGS,USD,4457,6.3871,634,634,127,1107,99.263,10,2517,81,670,820,4.13,3823,442,2402,634,A,36.35,1295,0.290554184,0.53892753,0.539134055,0.816014023,0.022448804,FALSE,1,
187696,31-Dec-21,2021,PRLB,PROTO LABS INC,USD,928.582,30.1643,828.493,828.493,77.509,224.919,27.466,3.848,3.596,0,29.767,70.255,1.21,100.089,33.372,488.098,828.493,A,51.35,263.179,0.283420312,0.525638016,0.539192949,0,0,FALSE,FALSE,
39295,31-Dec-21,2021,RSKD,RISKIFIED LTD,USD,600.634,3.2255,528.861,528.861,510.259,105.581,163.965,0,0,0,-55.398,-52.962,-1.12,71.773,-178.885,229.141,528.861,A,7.86,123.56,0.20571596,0.38149855,0.539231303,0,0,FALSE,FALSE,
26335,31-Jan-22,2021,DLTH,DULUTH HOLDINGS INC,USD,515.55,6.8299,225.87,225.87,77.051,321.26,33.071,16.276,173.969,0,44.099,73.324,0.9,292.832,29.702,698.584,225.87,A,15.08,377.324,0.731886335,1.355026671,0.540126885,0,0,FALSE,FALSE,
23249,30-Jun-21,2021,LITE,LUMENTUM HOLDINGS INC,USD,3551.6,27.0247,1972.8,1972.8,1946,801.2,73,402.5,837.4,0,325,502.1,5.07,1578.8,397.3,1742.8,1972.8,A,82.03,941.6,0.265119946,0.490708413,0.540280009,0,0,FALSE,FALSE,
241159,31-Dec-21,2021,CHT,CHUNGHWA TELECOM LTD,USD,18514.236,17.6454,13688.366,13688.366,1618.134,3491.319,775.745,118.2,1286.015,1205.374,1634.631,3018.808,1.66,4395.46,1290.174,7595.135,13688.366,A,42.21,4103.816,0.221657324,0.410232159,0.540321666,1.553827611,0.036811836,FALSE,1,
1380,31-Dec-21,2021,HES,HESS CORP,USD,20515,20.3393,6300,6300,2713,3435,309.745,606,8535,310,2008,3556,1.81,13489,559,7473,6300,A,74.03,4038,0.196831587,0.364270046,0.540345243,1.000823258,0.013519158,FALSE,1,
9778,31-Dec-21,2021,SNA,SNAP-ON INC,USD,6759.7,78.2688,4181.9,4181.9,780,2114.1,53.43,39.4,1221.6,275.8,1123.5,1228.3,14.92,2555.9,820.5,4601.7,4181.9,A,215.38,2487.6,0.368004497,0.680755063,0.540582828,5.161894067,0.02396645,FALSE,1,
1186,31-Dec-21,2021,AEM,AGNICO EAGLE MINES LTD,USD,10186.776,24.4114,5980.835,5980.835,191.074,1756.688,245.002,257.988,1438.668,339.98,1027.414,1772.673,2.22,4205.941,543.009,3823.878,5980.835,A,53.14,2067.19,0.202928777,0.375376665,0.540600406,1.387662142,0.026113326,FALSE,1,
65009,31-Dec-21,2021,AROC,ARCHROCK INC,USD,2589.966,5.7861,891.438,891.438,1.569,358.917,154.065,2.94,1546.765,89.343,138.431,315.377,0.18,1698.528,28.217,781.461,891.438,A,7.48,422.544,0.163146543,0.301726355,0.540710285,0.579904586,0.077527351,FALSE,1,
21004,31-Dec-21,2021,LNTH,LANTHEUS HOLDINGS INC,USD,863.784,6.8563,464.439,464.439,98.508,195.225,67.739,13.241,179.667,0,-2.139,40.149,-1.06,399.345,-71.279,425.208,464.439,A,28.89,229.983,0.26625059,0.492261954,0.540871762,0,0,FALSE,FALSE,
183388,31-Dec-21,2021,STWD,STARWOOD PROPERTY TRUST INC,USD,83850.397,19.9217,6072.536,6072.536,726.844,543.97,304.82,2251.93,14779.387,563.595,641.295,,1.52,77201.59,447.739,1185.265,6072.536,A,24.3,641.295,0.007648085,0.014135473,0.541056219,1.848943639,0.076088216,FALSE,1,
142956,31-Dec-21,2021,OMCL,OMNICELL INC,USD,2142.496,25.9555,1146.689,1146.689,355.62,518.886,44.179,501.099,39.911,0,103.978,176.968,1.62,995.807,77.849,1132.018,1146.689,A,180.44,613.132,0.286176497,0.528364114,0.54162743,0,0,FALSE,FALSE,
64355,31-Dec-21,2021,GOGL,GOLDEN OCEAN GROUP,USD,3454.177,9.6227,1928.741,1928.741,211.701,551.318,200.436,141.479,1277.363,320.692,510.015,633.714,2.73,1525.436,527.218,1203.181,1928.741,A,9.3,651.863,0.188717312,0.348326389,0.54178299,1.599972061,0.172040007,FALSE,1,
30990,31-Dec-21,2021,COF,CAPITAL ONE FINANCIAL CORP,USD,432381,147.4633,61029,61029,28198,14678,413.859,8839,35732,1152,16551,17355,26.95,371352,12390,32033,61029,A,145.09,17355,0.040138211,0.074085124,0.541785034,2.783556719,0.019185035,FALSE,1,
35737,31-Dec-21,2021,BAOS,BAOSHENG ME GR HOL LTD,USD,94.08,2.531,74.061,74.061,8.883,1.791,29.261,0.516,0.537,0,-8.989,-8.702,-0.24,20.019,-6.747,3.912,74.061,A,0.8953,2.121,0.022544643,0.041581633,0.542177914,0,0,FALSE,FALSE,
190455,31-Jul-21,2021,GWRE,GUIDEWIRE SOFTWARE INC,USD,2321.845,18.5698,1544.894,1544.894,1119.427,340.074,83.194,11.624,459.199,0,-108.98,-72.025,-0.79,776.951,-66.507,743.267,1544.894,A,115.2,403.193,0.173651988,0.320119129,0.542460516,0,0,FALSE,FALSE,
23996,31-Dec-21,2021,GNL,GLOBAL NET LEASE INC,USD,4182.956,12.8791,1620.607,1338.136,93.311,178.985,103.9,67.124,2382.417,156.218,110.429,183.839,-0.2,2556.321,11.366,391.228,1620.72,A,15.28,212.243,0.050739955,0.093529074,0.542504626,1.503541867,0.098399337,FALSE,1,
156633,30-Sep-21,2021,UTI,UNIVERSAL TECHNICAL INST,USD,512.57,5.7421,188.53,188.53,145.977,153.286,32.833,14.951,183.078,0,15.847,29.875,0.17,324.04,14.581,335.083,188.53,A,6.76,181.797,0.35467741,0.653731198,0.542543191,0,0,FALSE,FALSE,
61214,31-Dec-21,2021,ASML,ASML HOLDING NV,USD,34382.494,28.6466,11533.165,11533.165,8632.643,9673.639,402.602,628.714,4768.807,1556.203,7434.015,7951.043,16.31,22849.329,6691.115,21166.769,11533.165,A,796.14,11493.13,0.334272726,0.615626342,0.542979895,3.865363312,0.00485513,FALSE,1,
23650,31-Dec-21,2021,SHOP,SHOPIFY INC,USD,13340.172,88.4321,11133.341,11133.341,7768.093,2106.545,125.897,15.748,1157.739,0,298.788,365.096,22.9,2206.831,2914.659,4611.856,11133.341,A,1377.39,2505.311,0.187802001,0.345711884,0.543232703,0,0,FALSE,FALSE,
33557,31-Dec-21,2021,KULR,KULR TECHNOLOGY GROUP,USD,19.231,0.1562,16.365,16.365,14.863,1.102,104.792,0.417,0.408,0,-11.514,-11.446,-0.15,2.866,-11.911,2.413,16.365,A,2.76,1.311,0.068171182,0.125474494,0.543307087,0,0,FALSE,FALSE,
35210,31-Dec-21,2021,ATER,ATERIAN INC,USD,313.57,4.0702,224.228,224.228,38.315,113.12,55.09,40.422,0,0,-44.472,-37.146,-6.67,89.342,-236.024,247.767,224.228,A,4.11,134.647,0.429400134,0.79014893,0.543442024,0,0,FALSE,FALSE,
30662,31-Dec-21,2021,SIRI,SIRIUS XM HOLDINGS INC,USD,10274,-0.6617,-2625,-2625,191,3968,3967,49,9194,268,2035,2568,0.32,12899,1314,8696,-2625,A,6.35,4728,0.460190773,0.84640841,0.543698252,0.067557348,0.010638952,FALSE,1,
20655,31-Dec-21,2021,NEP,NEXTERA ENERGY PARTNERS LP,USD,18976,35.4827,2977,2977,151,448,83.9,137,5388,198,246,534,1.77,7817,137,982,2977,A,84.4,534,0.028140809,0.051749578,0.543788187,2.359952324,0.02796152,FALSE,1,
38771,31-Dec-21,2021,DLO,DLOCAL LTD,USD,583.008,0.9501,280.319,280.319,337.412,111.333,295.028,5.516,3.426,0,86.491,91.238,0.26,302.707,77.876,244.12,280.319,A,35.69,132.787,0.227761883,0.418724957,0.543941504,0,0,FALSE,FALSE,
27387,31-Dec-21,2021,PI,IMPINJ INC,USD,315.537,-0.4478,-11.076,-11.076,193.346,86.727,24.737,13.776,290.595,0,-35.988,-31.386,-2.12,326.613,-51.26,190.283,-11.076,A,88.7,103.556,0.328189721,0.603044968,0.544220976,0,0,FALSE,FALSE,
138961,31-Dec-21,2021,OIIM,O2MICRO INTERNATIONAL LTD,USD,118.342,3.4913,99.484,99.484,50.005,46.07,28.495,1.076,1.775,0,11.857,13.993,0.39,18.858,12.113,101.096,99.484,A,4.53,55.026,0.464974396,0.854269828,0.544294532,0,0,FALSE,FALSE,
162720,31-Dec-21,2021,NM,NAVIOS MARITIME HOLDINGS INC,USD,1808.778,0.4523,11.397,11.397,137.851,266.801,25.199,367.198,1233.272,0,224.624,285.859,6.74,1742.134,116.686,585.818,11.397,A,3.69,319.017,0.176371561,0.323875014,0.544566743,0,0,FALSE,FALSE,
121759,31-Dec-21,2021,PWFL,POWERFLEET INC,USD,229.867,2.5671,92.111,92.111,26.76,57.472,35.882,8.754,25.478,0,-7.021,1.532,-0.52,85.007,-13.288,126.208,144.774,A,4.74,68.736,0.299025088,0.549047928,0.544624746,0,0,FALSE,FALSE,
63172,31-Aug-21,2021,FDS,FACTSET RESEARCH SYSTEMS INC,USD,2224.94,27.0199,1016.353,1016.353,717.849,724.5,37.615,31.576,834.515,120.224,474.041,535.941,10.36,1208.587,399.59,1591.445,1016.353,A,380.22,866.945,0.38964871,0.715275468,0.544753353,3.19617174,0.008406112,FALSE,1,
32332,31-Dec-21,2021,DESP,DESPEGAR COM CORP,USD,822.121,-0.479,-31.729,-31.729,279.223,156.788,66.238,23.221,45.66,0,-64.69,-30.485,-1.64,694.989,-104.628,345.143,124.536,A,9.79,188.355,0.229108611,0.419820197,0.54573032,0,0,FALSE,FALSE,
28475,31-Dec-21,2021,GDS,GDS HOLDINGS LIMITED,USD,11276.418,20.6138,3852.684,3852.684,1886.278,558.994,186.898,1069.342,4879.637,0,89.655,502.588,-1.14,7199.83,-199.115,1230.821,4003.568,A,47.16,671.827,0.05957805,0.109149998,0.545836478,0,0,FALSE,FALSE,
6639,30-Sep-21,2021,LEE,LEE ENTERPRISES INC,USD,843.551,9.2656,54.565,54.565,26.112,360.671,5.889,14.724,534.187,0,65.54,108.381,3.91,786.853,22.785,794.649,54.565,A,22.64,433.978,0.514465634,0.942028401,0.546125396,0,0,FALSE,FALSE,
183903,31-Dec-21,2021,CALX,CALIX INC,USD,742.032,8.8438,568.428,568.428,204.335,307.795,64.274,3.596,12.376,0,73.152,88.164,3.51,173.604,238.378,679.394,568.428,A,79.97,371.599,0.50078568,0.915585851,0.546956552,0,0,FALSE,FALSE,
177945,31-Dec-21,2021,BKEP,BLUEKNIGHT ENERGY PRTNRS LP,USD,136.898,-5.8042,-241.172,-241.172,1.172,52.254,41.551,1.418,104.703,6.866,36.612,48.561,0.22,129.341,110.53,115.417,7.557,A,3.3,63.163,0.46138731,0.843087554,0.547259069,0.165242714,0.05007355,FALSE,1,
186962,31-Dec-21,2021,SQNS,SEQUANS COMMUNICATIONS SA,USD,89.564,-0.6421,-24.306,-24.306,4.835,23.011,37.855,10.765,39.746,0,-19.371,-8.966,-0.55,113.87,-20.263,50.879,-24.306,A,4.74,27.868,0.311151802,0.568074226,0.547730891,0,0,FALSE,FALSE,
137435,31-Dec-21,2021,NTES,NETEASE INC,USD,24186.709,22.919,15006.598,15006.598,15806.782,6236.896,654.767,3099.092,315.985,552.291,2584.383,2744.307,3.94,8535.349,2653.613,13790.988,15006.598,A,101.78,7554.092,0.312324095,0.570188693,0.547755679,0.843492418,0.008287408,FALSE,1,
5639,30-Sep-21,2021,HRC,HILL-ROM HOLDINGS INC,USD,4999.1,28.5261,1879.7,1879.7,271.8,1358.6,65.894,258.4,1875.8,62,452.4,638.2,3.72,3119.4,248.5,3007.2,1879.7,I,150,1648.6,0.32977936,0.601548279,0.548217611,0.94090509,0.006272701,FALSE,1,
33425,31-Jan-22,2021,LOVE,LOVESAC CO (THE),USD,371.579,10.3304,156.226,156.226,92.392,224.894,15.123,16.382,96.574,0,38.441,46.3,2.86,215.353,45.9,498.239,156.226,A,53.85,273.345,0.735630916,1.34086964,0.548622248,0,0,FALSE,FALSE,
21824,31-Dec-21,2021,BSGM,BIOSIG TECHNOLOGIES INC,USD,15.519,0.3419,12.241,12.159,11.659,0.199,35.567,0.283,0.373,0,-33.411,-33.213,-0.95,2.954,-31.917,0.441,12.346,A,2.23,0.242,0.015593788,0.028416779,0.548752834,0,0,FALSE,FALSE,
5252,31-Dec-21,2021,GGG,GRACO INC,USD,2443.198,10.0368,1709.343,1709.343,624.302,895.759,170.307,127.585,98.527,131.245,531.323,589.223,2.52,733.855,439.866,1987.608,1709.343,A,80.62,1091.849,0.446893375,0.813527189,0.549328137,0.770637731,0.00955889,FALSE,1,
209341,31-Dec-21,2021,UMC,UNITED MICROELECTRONICS CORP,USD,16272.805,3.8179,9531.968,9531.968,6167.108,3463.59,2496.65,1895.648,1600.034,717.223,1676.498,3373.695,0.76,6732.784,1849.236,7686.541,9531.968,A,11.7,4222.951,0.259509716,0.472355012,0.549395495,0.287274147,0.024553346,FALSE,1,
13312,30-Jun-21,2021,BHP,BHP GROUP LTD,USD,108927,20.2743,51264,51264,15249,27609,2528.52,2628,18355,7894,26459,33684,4.46,53322,11304,61293,51264,A,72.83,33684,0.309234625,0.562697954,0.549557046,3.121984402,0.042866736,FALSE,1,
142814,30-Jun-21,2021,SYNA,SYNAPTICS INC,USD,2226.8,27.3746,967.2,967.2,836.3,603.4,35.332,496.4,418.4,0,149.5,281.2,2.08,1259.6,79.6,1339.6,967.2,A,155.58,736.2,0.330608946,0.601580744,0.549567035,0,0,FALSE,FALSE,
39278,31-Dec-21,2021,THRN,THORNE HEALTHTECH INC,USD,175.3,2.2554,118.532,118.532,51.101,83.439,52.554,3.54,29.173,0,11.316,15.769,0.13,56.967,7.253,185.246,118.532,A,6.21,101.807,0.580758699,1.056737022,0.549577319,0,0,FALSE,FALSE,
21352,31-Dec-21,2021,AVNS,AVANOS MEDICAL INC,USD,1594.6,26.538,1263.9,1263.9,118.5,335.1,47.626,14.7,172.8,0,56.4,94.7,0.11,330.7,5.2,744.6,1263.9,A,34.67,409.5,0.256804214,0.466950959,0.54995971,0,0,FALSE,FALSE,
185195,31-Jan-22,2021,VRA,VERA BRADLEY INC,USD,517.546,9.8716,327.44,327.44,88.436,243.195,33.17,18.699,80.861,0,25.95,38.338,0.52,159.132,17.838,540.453,327.44,A,8.19,297.258,0.57436054,1.0442608,0.550016375,0,0,FALSE,FALSE,
17947,31-Dec-21,2021,GFI,GOLD FIELDS LTD,USD,7348.8,4.4809,3977.8,3977.8,524.7,1887.5,887.717,60.4,1433.2,322.3,1585.9,2307.7,0.88,3218.7,789.3,4195.2,3977.8,A,10.99,2307.7,0.314024058,0.570868713,0.550081045,0.363066157,0.033036047,FALSE,1,
8762,30-Jun-21,2021,PG,PROCTER & GAMBLE CO,USD,119307,19.1439,46514,46514,10288,34239,2429.706,9108,23730,8020,18296,21031,5.5,72653,14306,76118,46378,A,134.93,41879,0.3510188,0.638001123,0.550185239,3.30081088,0.024463136,FALSE,1,
28704,31-Dec-21,2021,MCRI,MONARCH CASINO & RESORT INC,USD,690.459,23.875,448.014,448.014,33.526,177.716,18.765,20.745,81.65,0,89.687,128.115,3.53,242.445,68.488,395.377,448.014,A,73.95,217.661,0.315241021,0.572629222,0.550515078,0,0,FALSE,FALSE,
61153,31-Dec-21,2021,EAF,GRAFTECH INTERNATIONAL LTD,USD,1412.318,0.0889,23.402,23.402,57.514,604.819,263.256,4.236,1033.089,10.645,594.374,660.09,1.46,1388.916,388.33,1345.788,23.402,A,11.83,740.969,0.524647424,0.952893045,0.550583747,0.040435925,0.003418083,FALSE,1,
16401,31-Mar-22,2021,CRUS,CIRRUS LOGIC INC,USD,2123.4,28.2673,1599.817,1599.817,380.415,800.558,56.596,14.68,163.162,0,378.491,432.291,5.52,523.583,326.355,1781.46,1599.817,A,84.79,980.902,0.461948761,0.83896581,0.55061691,0,0,FALSE,FALSE,
27364,31-Dec-21,2021,TWLO,TWILIO INC,USD,12998.598,61.127,11031.466,11031.466,5359.418,1276.636,180.468,64.695,1222.292,0,-908.135,-649.757,-5.45,1967.132,-949.9,2841.839,11031.466,A,263.34,1565.203,0.120413217,0.218626578,0.550771173,0,0,FALSE,FALSE,
37678,31-Dec-21,2021,VINP,VINCI PARTNERS INV LTD,USD,295.611,4.522,253.94,253.94,18.409,37.517,56.156,4.004,11.35,24.846,43.518,46.025,0.69,41.663,37.443,83.542,253.94,A,10.7,46.025,0.155694477,0.282607887,0.550920495,0.442446043,0.041350097,FALSE,1,
109826,31-Dec-21,2021,MANH,MANHATTAN ASSOCIATES INC,USD,539.708,3.9688,250.644,250.644,263.706,297.827,63.154,6.813,23.157,0,134.333,142.247,1.72,289.064,110.472,663.643,250.644,A,155.49,365.816,0.677803553,1.229633431,0.551224077,0,0,FALSE,FALSE,
28180,31-Dec-21,2021,ORLY,O'REILLY AUTOMOTIVE INC,USD,11718.707,-0.991,-66.423,-66.423,362.113,5979.397,67.029,337.832,5528.735,0,2917.168,3245.385,31.1,11785.13,2164.685,13327.563,-66.423,A,706.23,7348.166,0.6270458,1.137289549,0.551351061,0,0,FALSE,FALSE,
11234,31-Aug-21,2021,WDFC,WD-40 CO,USD,430.203,14.6168,200.382,200.382,85.961,218.8,13.709,2.703,122.002,38.225,88.841,95.86,5.09,229.821,70.229,488.109,200.382,A,239.63,269.309,0.626004468,1.134601572,0.551739468,2.788314246,0.011635915,FALSE,1,
14391,31-Dec-21,2021,TAC,TRANSALTA CORP,CAD,9226,2.3616,640,640,1017,1219,271,844,3158,51,430,991,-2.13,6633,-537,2721,1582,A,14.05,1502,0.16280078,0.294927379,0.55200294,0.188191882,0.01339444,FALSE,1,
184717,31-Dec-21,2021,AMRS,AMYRIS INC,USD,954.298,0.7978,246.439,246.439,483.661,153.021,308.9,116.152,328.951,0,-155.491,-145.765,-0.97,675.09,-270.969,341.817,251.439,A,5.41,188.796,0.197837573,0.358186856,0.552330633,0,0,FALSE,FALSE,
