"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2020","976.92","996.34","996.34","974.14","37.24K","-1.46%"
"11/09/2020","1,027.89","1,024.00","1,052.91","1,014.56","80.45K","5.22%"
"11/10/2020","1,045.66","1,029.91","1,048.28","1,016.72","69.14K","1.73%"
"11/11/2020","1,033.88","1,054.00","1,059.11","1,025.65","43.36K","-1.13%"
"11/12/2020","1,017.93","1,027.02","1,028.00","1,003.47","45.91K","-1.54%"
"11/13/2020","1,042.06","1,029.28","1,051.01","1,020.88","44.75K","2.37%"
"11/16/2020","1,068.74","1,063.61","1,073.43","1,050.61","46.40K","2.56%"
"11/17/2020","1,054.32","1,059.00","1,064.49","1,046.40","49.82K","-1.35%"
"11/18/2020","1,035.01","1,060.81","1,060.81","1,030.25","76.38K","-1.83%"
"11/19/2020","1,008.32","1,026.08","1,026.08","995.00","76.47K","-2.58%"
"11/20/2020","997.35","1,009.44","1,013.79","989.10","62.44K","-1.09%"
"11/23/2020","998.89","1,003.55","1,005.32","990.19","53.38K","0.15%"
"11/24/2020","1,027.49","1,012.37","1,028.50","1,001.37","78.82K","2.86%"
"11/25/2020","1,007.00","1,030.00","1,030.00","1,003.84","59.46K","-1.99%"
"11/27/2020","1,004.29","1,004.00","1,011.68","991.19","32.26K","-0.27%"
"11/30/2020","973.83","1,003.45","1,006.58","971.20","199.25K","-3.03%"
"12/01/2020","994.65","997.10","998.00","976.12","49.46K","2.14%"
"12/02/2020","991.72","988.54","999.99","981.93","81.85K","-0.29%"
"12/03/2020","978.62","990.65","994.94","975.70","41.89K","-1.32%"
"12/04/2020","999.89","982.84","1,002.16","982.84","45.33K","2.17%"
"12/07/2020","982.14","993.88","998.00","980.68","51.61K","-1.78%"
"12/08/2020","1,000.03","979.19","1,008.67","978.00","68.51K","1.82%"
"12/09/2020","1,008.44","1,000.57","1,010.99","990.00","50.72K","0.84%"
"12/10/2020","1,027.81","1,006.99","1,029.80","1,000.01","70.16K","1.92%"
"12/11/2020","1,009.08","1,016.28","1,031.54","1,008.14","46.33K","-1.82%"
"12/14/2020","992.69","1,015.37","1,018.43","988.26","71.22K","-1.62%"
"12/15/2020","1,015.27","996.20","1,018.71","993.58","60.90K","2.27%"
"12/16/2020","1,010.24","1,015.82","1,024.54","1,005.79","63.31K","-0.50%"
"12/17/2020","1,011.00","1,011.00","1,022.90","1,005.80","54.21K","0.08%"
"12/18/2020","988.01","1,012.27","1,017.00","988.01","124.22K","-2.27%"
"12/21/2020","988.50","988.01","990.60","965.49","64.20K","0.05%"
"12/22/2020","980.80","987.12","992.97","977.79","40.16K","-0.78%"
"12/23/2020","989.62","985.30","1,000.00","984.46","37.09K","0.90%"
"12/24/2020","990.90","984.20","991.10","975.56","18.84K","0.13%"
"12/28/2020","991.88","992.00","1,004.68","985.11","48.17K","0.10%"
"12/29/2020","992.79","997.00","1,000.62","986.51","46.17K","0.09%"
"12/30/2020","1,019.69","994.38","1,024.35","994.00","54.23K","2.71%"
"12/31/2020","1,033.30","1,018.09","1,035.59","1,012.12","30.35K","1.33%"
"01/04/2021","1,021.01","1,031.00","1,031.00","1,013.00","49.19K","-1.19%"
"01/05/2021","1,018.06","1,015.25","1,023.82","1,000.21","48.91K","-0.29%"
"01/06/2021","1,059.50","1,018.17","1,068.00","1,018.17","82.22K","4.07%"
"01/07/2021","1,055.48","1,065.55","1,067.72","1,036.96","68.57K","-0.38%"
"01/08/2021","1,051.49","1,055.42","1,060.59","1,043.47","53.29K","-0.38%"
"01/11/2021","1,032.61","1,045.10","1,045.10","1,027.45","45.26K","-1.80%"
"01/12/2021","1,027.19","1,029.17","1,035.14","1,017.15","39.67K","-0.52%"
"01/13/2021","1,015.52","1,026.64","1,030.00","1,005.11","51.82K","-1.14%"
"01/14/2021","1,015.52","1,014.33","1,026.07","1,000.13","73.67K","0.00%"
"01/15/2021","1,005.44","1,013.44","1,015.69","1,000.47","47.73K","-0.99%"
"01/19/2021","1,002.10","1,008.86","1,010.08","1,000.00","59.87K","-0.33%"
"01/20/2021","1,031.94","1,015.97","1,036.91","1,002.00","80.78K","2.98%"
"01/21/2021","1,001.22","1,031.00","1,038.14","999.01","48.93K","-2.98%"
"01/22/2021","993.80","995.00","999.69","985.00","58.78K","-0.74%"
"01/25/2021","989.95","993.80","999.45","986.01","53.44K","-0.39%"
"01/26/2021","983.58","995.24","999.00","980.00","64.63K","-0.64%"
"01/27/2021","943.60","980.49","982.00","942.44","88.06K","-4.06%"
"01/28/2021","981.95","957.45","987.17","948.00","110.96K","4.06%"
"01/29/2021","969.48","977.63","984.74","961.66","94.57K","-1.27%"
"02/01/2021","989.98","978.05","995.19","970.26","62.92K","2.11%"
"02/02/2021","1,008.86","998.18","1,011.90","988.61","75.83K","1.91%"
"02/03/2021","1,048.79","1,030.00","1,054.96","1,020.00","111.25K","3.96%"
"02/04/2021","1,070.16","1,055.00","1,072.57","1,050.02","92.91K","2.04%"
"02/05/2021","1,099.51","1,076.67","1,100.03","1,073.00","102.92K","2.74%"
"02/08/2021","1,090.13","1,099.70","1,101.26","1,063.22","97.15K","-0.85%"
"02/09/2021","1,099.06","1,087.00","1,101.99","1,080.13","68.69K","0.82%"
"02/10/2021","1,111.01","1,100.00","1,117.04","1,097.20","66.57K","1.09%"
"02/11/2021","1,137.31","1,111.00","1,137.31","1,103.82","91.86K","2.37%"
"02/12/2021","1,106.96","1,133.96","1,143.90","1,099.09","64.51K","-2.67%"
"02/16/2021","1,082.01","1,110.77","1,113.80","1,078.00","100.51K","-2.25%"
"02/17/2021","1,093.90","1,080.00","1,096.67","1,062.11","72.45K","1.10%"
"02/18/2021","1,085.35","1,086.25","1,102.00","1,080.38","48.29K","-0.78%"
"02/19/2021","1,091.18","1,089.48","1,104.11","1,083.42","41.87K","0.54%"
"02/22/2021","1,085.09","1,086.09","1,091.18","1,078.29","49.77K","-0.56%"
"02/23/2021","1,109.04","1,092.11","1,118.32","1,080.02","83.81K","2.21%"
"02/24/2021","1,115.63","1,117.87","1,134.60","1,110.11","65.09K","0.59%"
"02/25/2021","1,088.02","1,115.63","1,123.08","1,086.27","52.58K","-2.47%"
"02/26/2021","1,088.80","1,090.03","1,099.89","1,077.41","84.39K","0.07%"
"03/01/2021","1,106.25","1,102.37","1,124.24","1,100.61","45.79K","1.60%"
"03/02/2021","1,106.61","1,105.39","1,116.90","1,096.87","32.88K","0.03%"
"03/03/2021","1,109.77","1,106.60","1,128.99","1,100.00","44.97K","0.29%"
"03/04/2021","1,100.35","1,105.42","1,116.99","1,085.00","36.17K","-0.85%"
"03/05/2021","1,106.84","1,110.48","1,118.99","1,086.60","74.02K","0.59%"
